,Unnamed: 0,First,Second,Count
127385,127385,лява-без,пат.промени-обучена,1
127389,127389,корекция,ОДА,1
127397,127397,гърба-по,мед,1
127403,127403,без,патология-обучена,1
127406,127406,ляво,око-намалено,1
127407,127407,око-намалено,зрение,1
127413,127413,оток,оперативен,1
127414,127414,оперативен,цикатрикс-хиперемия,1
127415,127415,цикатрикс-хиперемия,без,1
127416,127416,секреция,пигментирана,1
127417,127417,пигментирана,повърхност,1
127426,127426,все,отслабено,1
127429,127429,става,затоплена,1
127430,127430,затоплена,болезнена,1
127436,127436,засилена,чревна,1
127439,127439,движения,ТБС,1
127440,127440,ТБС,коленни,1
127445,127445,син,ограничени,1
127452,127452,дясно-стеснен,без,1
127461,127461,херния-с,големина,1
127462,127462,дясна,основа-силно,1
127463,127463,основа-силно,отслабено,1
127471,127471,основа,субскапуларно,1
127479,127479,става,подбедрица,1
127480,127480,двустранно,),1
127481,127481,с-ми,(,1
127486,127486,отдел,отслабени,1
127509,127509,далече,),1
127515,127515,дясна,предмишница-по,1
127516,127516,предмишница-по,хода,1
127518,127518,съдове-уплътнение,оток,1
127523,127523,и,епигастриум,1
127533,127533,силно,намален-за,1
127534,127534,намален-за,ляво,1
127542,127542,б.о,пареза,1
127545,127545,отоци,деформации,1
127546,127546,острота,корекция,1
127551,127551,острота,коригирано,1
127552,127552,леки,варици,1
127554,127554,шията,оперативен,1
127555,127555,цикатрикс,кожа,1
127556,127556,кожа,след,1
127563,127563,не,болезнен-пост,1
127573,127573,апарат,нормално,1
127575,127575,б.о,след,1
127576,127576,след,проведени,1
127577,127577,проведени,консултации,1
127580,127580,установи,ТУ,1
127589,127589,функция,без,1
127590,127590,повърхностни,кожни,1
127591,127591,нормални,кожна,1
127595,127595,път,годишно,1
127596,127596,годишно,синусов,1
127597,127597,за,остри,1
127598,127598,остри,исхемични,1
127599,127599,исхемични,и,1
127604,127604,бистра,секреция,1
127611,127611,на,влошени,1
127614,127614,показатели,и,1
127615,127615,на,планови,1
127616,127616,планови,химиотерапии,1
127617,127617,химиотерапии,се,1
127618,127618,б.о,ПРОВЕЖДА,1
127629,127629,изразен,обструктивен,1
127632,127632,легло,на,1
127633,127633,моменти,дезориентирана,1
127634,127634,дезориентирана,с,1
127635,127635,за,частична,1
127636,127636,моторна,и,1
127637,127637,и,сензорна,1
127638,127638,сензорна,афазия,1
127640,127640,ръка,отклонява,1
127641,127641,отклонява,навътре,1
127642,127642,видими,лигавици-няма,1
127643,127643,лигавици-няма,обриви,1
127645,127645,на,едното,1
127646,127646,едното,око,1
127647,127647,око,вследствие,1
127648,127648,в,стъкловидното,1
127649,127649,тяло,за,1
127651,127651,видими,лигавици-зачервяване,1
127652,127652,лигавици-зачервяване,с,1
127653,127653,на,епидермиса,1
127654,127654,епидермиса,под,1
127655,127655,под,долната,1
127666,127666,върха,открит,1
127667,127667,открит,от,1
127668,127668,от,млади,1
127669,127669,млади,години,1
127671,127671,апарат,оперативен,1
127674,127674,гр.стълб,без,1
127675,127675,повърхностни,кръвоносни,1
127700,127700,по,лакътни,1
127701,127701,лакътни,и,1
127702,127702,стави,видими,1
127704,127704,кръста,деформирани,1
127705,127705,периферни,кръвоносни,1
127706,127706,субскапуларно,дребни,1
127707,127707,повърхностни,лимфни,1
127709,127709,без,туморна,1
127710,127710,стави,накуцваща,1
127711,127711,походка,болезненост,1
127714,127714,ръка,лимфен,1
127719,127719,меко,неподвижно,1
127720,127720,неподвижно,на,1
127721,127721,лявата,длан,1
127734,127734,кожа,по-бледи,1
127744,127744,цикатрикс,ходи,1
127745,127745,средство,бавно,1
127746,127746,бавно,трудно,1
127747,127747,трудно,коленни,1
127750,127750,рани,но,1
127751,127751,но,дясно,1
127754,127754,пулсации,стар,1
127756,127756,МРД,без,1
127757,127757,данни,снижени,1
127759,127759,рефлекси,съхранена,1
127761,127761,дишане,претъпен,1
127766,127766,фациалис,декстра,1
127778,127778,дроб,скъсен,1
127780,127780,МРД,с,1
127781,127781,изразена,вратна,1
127784,127784,по,лека,1
127785,127785,лека,за,1
127786,127786,умерено,тежка,1
127788,127788,карцином,дясна,1
127800,127800,лигавици-бледи,розови,1
127801,127801,експириум,данни,1
127803,127803,отрицателно,в,1
127804,127804,суховата,намален,1
127808,127808,статус,клинични,1
127809,127809,за,намален,1
127812,127812,в,дефекация,1
127813,127813,жлеза,пресен,1
127821,127821,дясна,мамектомирана,1
127832,127832,устата,залитаща,1
127836,127836,колена,от,1
127837,127837,промени,ползва,1
127838,127838,ползва,бастун,1
127839,127839,бастун,ограничени,1
127853,127853,болезнени,пръсти,1
127854,127854,пръсти,и,1
127855,127855,и,длани,1
127856,127856,длани,на,1
127860,127860,част,видими,1
127862,127862,двете,таз.стави,1
127863,127863,таз.стави,болезнена,1
127864,127864,болезнена,походка,1
127866,127866,става,вечер,1
127867,127867,вечер,да,1
127868,127868,да,уринира,1
127869,127869,за,кръвоизлив,1
127870,127870,кръвоизлив,болезнено,1
127878,127878,сочно,жена,1
127883,127883,ритмична,дишане,1
127885,127885,отоци,оживени,1
127897,127897,образ,на,1
127898,127898,простатата,има,1
127899,127899,има,леки,1
127901,127901,ингвинално,и,1
127904,127904,нормален,НПР,1
127906,127906,намален,НПР,1
127907,127907,отоци,масивни,1
127908,127908,масивни,орални,1
127909,127909,автоматизми,по,1
127910,127910,по,нисък,1
127913,127913,хемипареза,статичен,1
127921,127921,без,лицева,1
127925,127925,лекарствата,взети,1
127926,127926,взети,от,1
127927,127927,от,жена,1
127938,127938,хиперемирано,болки,1
127940,127940,и,рамото,1
127942,127942,блед,астеничен,1
127943,127943,намален,придвижва,1
127944,127944,средства,НПР,1
127947,127947,левия,крак.подут,1
127948,127948,крак.подут,крак,1
127949,127949,на,бъбрека-задна,1
127950,127950,бъбрека-задна,поясна,1
127951,127951,област,трудно,1
127952,127952,трудно,и,1
127953,127953,рядко,уриниране,1
127956,127956,синус,ритъм,1
127957,127957,ритъм,норма,1
127961,127961,в,гърло,1
127965,127965,фебрилитет,изразена,1
127966,127966,адинамия,бледа,1
127967,127967,лигавици,обложен,1
127968,127968,в,един,1
127969,127969,един,или,1
127970,127970,или,двата,1
127971,127971,симфизата,положително,1
127974,127974,за,бел,1
127975,127975,бел,застой,1
127981,127981,и,физическо-норма,1
127982,127982,физическо-норма,за,1
127985,127985,СТАТУС,И,1
127992,127992,щит.жлеза,увеличени,1
127993,127993,съдове,неразширени,1
127997,127997,и,ФР,1
127998,127998,ФР,съответно,1
128000,128000,на,монитор,1
128001,128001,монитор,без,1
128006,128006,екстрасистоли,отоци,1
128007,128007,за,хирургичен,1
128008,128008,хирургичен,и,1
128018,128018,ставни,проблеми,1
128019,128019,гинекологична,анамнеза-кървене,1
128020,128020,анамнеза-кървене,след,1
128029,128029,гърда,централно,1
128030,128030,централно,и,1
128031,128031,малко,към,1
128032,128032,към,горен,1
128033,128033,розова,симетричен,1
128046,128046,о.,VOD,1
128047,128047,тонове-ясни,и,1
128056,128056,мл.жлези,дясната,1
128057,128057,дясната,след,1
128059,128059,мл.жлези,след,1
128089,128089,мл.жлези,с-е,1
128111,128111,за,невропат,1
128115,128115,А,клапа,1
128122,128122,изменения,артроза,1
128144,128144,сърбящ,ССС,1
128159,128159,синдром,бради,1
128160,128160,бради,психичен,1
128163,128163,с,кратки,1
128164,128164,кратки,отговори,1
128165,128165,отговори,на,1
128166,128166,на,зададените,1
128167,128167,зададените,въпроси,1
128168,128168,въпроси,без,1
128169,128169,без,критичен,1
128170,128170,критичен,към,1
128171,128171,към,здрав,1
128172,128172,си,с-ние,1
128173,128173,ГЪРЛО,с,1
128174,128174,по,БЯЛ,1
128183,128183,СПЕЦ.СТАТУС,бради,1
128186,128186,десен,лицев,1
128187,128187,лицев,ъгъл,1
128188,128188,ъгъл,леко,1
128189,128189,леко,спаднал,1
128190,128190,спаднал,живи,1
128195,128195,ЗРЕНИЕ,С,1
128200,128200,б.о,вяли,1
128201,128201,вяли,сух,1
128203,128203,нар,в,1
128204,128204,говора,след,1
128212,128212,но,на,1
128213,128213,на,въпросите,1
128214,128214,въпросите,КОРЕМ,1
128225,128225,тон,мек,1
128232,128232,смущения,ръждива,1
128233,128233,ръждива,урина,1
128234,128234,с,начална,1
128235,128235,начална,хематурия,1
128239,128239,и,рефлекс,1
128248,128248,оплаквания,запазена,1
128250,128250,пулс,без,1
128252,128252,ОПОРНО-ДВИГ.АПАРАТ,ляната,1
128253,128253,ляната,подбедрица,1
128258,128258,нормален,с,1
128272,128272,на,а.фем,1
128275,128275,има,заморяване,1
128276,128276,заморяване,тежест,1
128279,128279,шум,един,1
128292,128292,ШИЯ,спокойни,1
128293,128293,спокойни,без,1
128299,128299,вар,промени,1
128304,128304,подребрие,вяла,1
128312,128312,ГЪРЛО,нормален,1
128323,128323,тремор,тръпнене,1
128330,128330,екзофталм,диплопия,1
128331,128331,диплопия,инекция,1
128334,128334,бъбрека,ПСИХИЧЕСКИ,1
128335,128335,метеоризъм,вяла,1
128338,128338,вар,изменения,1
128340,128340,ДРОБ,е,1
128345,128345,ХВН,СПЕЦ.СТАТУС,1
128349,128349,катаракта,ДО,1
128358,128358,блед,ГЛАВА,1
128364,128364,апетит,нарушено,1
128372,128372,пул,болки,1
128373,128373,изтръпване,при,1
128378,128378,мургави,без,1
128384,128384,еднакво,положение,1
128395,128395,ШИЯ,нормален,1
128397,128397,нар,изменения,1
128398,128398,изменения,кожни,1
128407,128407,ориентирана,ПЛВ,1
128408,128408,кош,лека,1
128410,128410,ека,палпаторна,1
128419,128419,костите,СР,1
128421,128421,депресивна,невроза,1
128436,128436,от,статуса,1
128443,128443,СЛУХ,авто,1
128456,128456,проблеми,за,1
128460,128460,конюнктива,по-изразена,1
128461,128461,по-изразена,очна,1
128462,128462,очна,секреция,1
128467,128467,мек.болезнен,при,1
128468,128468,ВЛ,ПЛВ,1
128469,128469,отоци,еритемни,1
128473,128473,тялото,ПЛВ,1
128476,128476,в,терминален,1
128477,128477,терминален,стадий,1
128497,128497,се,кожна,1
128500,128500,десния,дол,1
128501,128501,десен,дол.крайник,1
128502,128502,долните,на,1
128507,128507,а-ритмична,нормофреквентна,1
128511,128511,движения,след,1
128512,128512,след,операциите,1
128518,128518,дископатия,след,1
128523,128523,леко,уплътнен,1
128527,128527,отоци,петнисти,1
128528,128528,петнисти,кожни,1
128529,128529,кожни,обриви,1
128530,128530,обриви,на,1
128540,128540,оточни,пес,1
128542,128542,промени,шийна,1
128552,128552,отоци,тръпнене,1
128556,128556,влажни,прибавени,1
128577,128577,гонартроза,леки,1
128580,128580,на,основите,1
128581,128581,болезнен,вляво,1
128587,128587,шия,палпира,1
128588,128588,се,липом,1
128589,128589,шията,силно,1
128590,128590,неболезнен,чер.дроб,1
128593,128593,развита,ПМТ,1
128604,128604,подбедриците,нам,1
128605,128605,нам,пулсации,1
128610,128610,отоци,подбедриците,1
128615,128615,варици,па,1
128616,128616,па,подбедриците,1
128617,128617,промени,коксартроза,1
128626,128626,без,със,1
128627,128627,без,сухи,1
128631,128631,норма,лека,1
128639,128639,контактна,на,1
128640,128640,болен,от,1
128641,128641,от,жълтеница,1
128649,128649,остеоартроза,остеопороза,1
128660,128660,да,установя,1
128661,128661,установя,точен,1
128662,128662,точен,диоптър,1
128663,128663,диоптър,или,1
128664,128664,или,патология,1
128665,128665,патология,прегледах,1
128666,128666,прегледах,го,1
128671,128671,ставна,подвижност,1
128675,128675,пулсации,ССС,1
128677,128677,нормални,и,1
128678,128678,и,обучена,1
128685,128685,колянна,става-спокойна,1
128686,128686,става-спокойна,оперативна,1
128688,128688,движения,оток,1
128693,128693,на,поясният,1
128695,128695,туширане,уголемена,1
128696,128696,жлеза,консултиран,1
128697,128697,уролог,изписана,1
128698,128698,туширане,увеличена,1
128699,128699,простата,А,1
128701,128701,врата,дясното,1
128707,128707,и,окосмената,1
128710,128710,на,простатата-редовно,1
128711,128711,простатата-редовно,ходи,1
128712,128712,на,консултации,1
128713,128713,консултации,при,1
128725,128725,кожата,болезнена,1
128728,128728,дисфония,направена,1
128736,128736,ходове,непроходими,1
128737,128737,непроходими,със,1
128739,128739,фаринкс,ССС,1
128744,128744,ехография,се,1
128747,128747,корема,вероятно,1
128749,128749,в,поясният,1
128760,128760,простата,изпаща,1
128761,128761,изпаща,се,1
128764,128764,артроза,на,1
128779,128779,каменно,твърда,1
128782,128782,остър,вертебрален,1
128788,128788,по,латералната,1
128789,128789,повърхност,палпаторно,1
128790,128790,болезнена,запазен,1
128792,128792,долния,десен,1
128804,128804,на,съдове,1
128805,128805,на,рецептори,1
128806,128806,ограничена,походка,1
128819,128819,се,топче,1
128820,128820,топче,в,1
128821,128821,жлеза,колкото,1
128834,128834,с,цвета,1
128843,128843,нормални,дихателни,1
128846,128846,установява,промяна,1
128847,128847,в,локалния,1
128849,128849,твърда,палпаторна,1
128850,128850,палпаторна,консистенция,1
128851,128851,аксиларно,СЪРЦЕ,1
128852,128852,положително,корем,1
128873,128873,ляво,палпаторна,1
128878,128878,под,лявото,1
128893,128893,костни,метастази,1
128898,128898,паравертебрално,доказани,1
128899,128899,доказани,метастази,1
128903,128903,херния,консултация,1
128909,128909,ГАДЕНЕ,ПОВРЪЩА,1
128911,128911,ПРЕМИНАЛ,КАТ,1
128912,128912,КАТ,НА,1
128915,128915,ЗА,МЕТА,1
128921,128921,СТ,БЕЗ,1
128923,128923,етапна,епикриза,1
128930,128930,острота,намалена.,1
128946,128946,вени,данни,1
128951,128951,неболезнен,опипва,1
128952,128952,дясно,лява,1
128963,128963,БЪДЕ,СНЕТО,1
128964,128964,СНЕТО,ПОРАДИ,1
128965,128965,ССС,неритмична,1
128969,128969,ампутирани,горни,1
128973,128973,изостаналост,вид.лигавици,1
128976,128976,шизофрения,лека,1
128982,128982,коксартроза,на,1
128983,128983,дясната,става,1
129010,129010,декстра,плътен,1
129013,129013,стъпало,киста,1
129051,129051,ВРЕДЕНО,общо,1
129058,129058,дроб,мета,1
129060,129060,декстра,НС,1
129064,129064,психиката,на,1
129065,129065,моменти,неадекватна,1
129072,129072,А,ясни,1
129087,129087,и,неподвижни,1
129088,129088,неподвижни,с,1
129092,129092,о.,и,1
129093,129093,НОРМА,простата,1
129098,129098,и,гангрена,1
129099,129099,гангрена,суха,1
129130,129130,операция,ССС,1
129131,129131,долу,ОДА,1
129140,129140,бил.по,повод,1
129150,129150,епизод,умерено,1
129151,129151,умерено,тежък,1
129153,129153,с,депресивно,1
129155,129155,медия,кат,1
129163,129163,кат,медия,1
129168,129168,сигмата,крайници,1
129182,129182,ма,ССС,1
129193,129193,ръб,твърд,1
129194,129194,ръб,силно,1
129196,129196,мрежа,по,1
129197,129197,метеоризъм,хепатомегалия,1
129199,129199,липсващо,вдясно,1
129201,129201,декстра,отоци,1
129202,129202,ЩЖ,възел,1
129211,129211,син,видими,1
129217,129217,статус,катаракта,1
129220,129220,ЩЖ,СПОКОЙНА,1
129221,129221,СПОКОЙНА,ЛЕКО,1
129222,129222,ЛЕКО,УГОЛЕМЕНА,1
129229,129229,застой,сухи,1
129235,129235,гърда,напрегната,1
129239,129239,на,паренхим,1
129242,129242,и,видимите,1
129243,129243,видимите,лигав,1
129257,129257,подбедрица,трофични,1
129273,129273,със,един,1
129290,129290,горните,полета,1
129291,129291,полета,отслабено,1
129292,129292,основите,предимно,1
129324,129324,вени,дълбока,1
129325,129325,дълбока,венозна,1
129326,129326,венозна,тромбоза,1
129327,129327,тромбоза,лимфни,1
129335,129335,лигав,чисти,1
129342,129342,силно,подут,1
129343,129343,при,движени,1
129347,129347,подута,колянната,1
129361,129361,апарат,десностранна,1
129368,129368,статус,рецидив,1
129371,129371,видимо,напрегната,1
129375,129375,лист,се,1
129376,129376,издава,по,1
129377,129377,повод,изписване,1
129380,129380,апарат,нарушен,1
129388,129388,функции,слабо,1
129389,129389,слабо,намалени,1
129405,129405,на,върха.,1
129423,129423,тромбофлебит,лимфни,1
129426,129426,стени,наличие,1
129427,129427,херния,около,1
129430,129430,под,лявата,1
129431,129431,лигав,бемка,1
129435,129435,направена,в,1
129436,129436,без,болезнен,1
129462,129462,краче,в,1
129482,129482,в,тазобедрена,1
129486,129486,и,липсва,1
129504,129504,основи,удължен,1
129510,129510,варици,рана,1
129516,129516,няма,нови,1
129531,129531,ОДА,световъртеж,1
129556,129556,ОДА,вкопан,1
129557,129557,вкопан,нокът,1
129562,129562,син,обучена,1
129563,129563,дишане,двустранно-един,1
129569,129569,розови,корем,1
129575,129575,формации,двустранно,1
129580,129580,лицето,дясно,1
129581,129581,темпорално,стар,1
129587,129587,намалено,носи,1
129589,129589,ПЛВ,след,1
129590,129590,след,първото,1
129591,129591,първото,вливане,1
129592,129592,вливане,няма,1
129593,129593,няма,лимфаденомегалия,1
129596,129596,формация,пред,1
129597,129597,пред,лявата,1
129598,129598,мида,с,1
129602,129602,от,срединната,1
129603,129603,линия,е,1
129604,129604,е,изведен,1
129608,129608,линия,изведен,1
129609,129609,като,анус,1
129620,129620,устна,видими,1
129632,129632,лапаротомия,на,1
129641,129641,и,челото,1
129645,129645,различна,оцветка,1
129654,129654,формации,болка,1
129671,129671,аднекси,оперативен,1
129675,129675,дразнене,съхранени,1
129676,129676,съхранени,сухожилни,1
129680,129680,гр.стълб,болезнени,1
129682,129682,патологични,сухожилни,1
129691,129691,мекоеластична,с,1
129692,129692,гладки,стени,1
129693,129693,слух,чува,1
129703,129703,неболезнен,перисталтика-нормална,1
129711,129711,от,специалиста,1
129712,129712,специалиста,без,1
129721,129721,от,раменната,1
129722,129722,става,до,1
129741,129741,по,венозната,1
129742,129742,венозната,система,1
129749,129749,патология,наблюдава,1
129756,129756,структура,С,1
129757,129757,С,уплътнения,1
129767,129767,дишане,група,1
129768,129768,група,дребни,1
129772,129772,челюст,силно,1
129773,129773,силно,подута,1
129774,129774,подута,болезнена,1
129776,129776,венец,с,1
129777,129777,с,ерозия,1
129778,129778,ерозия,покрита,1
129779,129779,белезникави,материи,1
129782,129782,множество,ерозии,1
129786,129786,крак,варикозни,1
129791,129791,СПЕЦ.СТАТУС,тумор,1
129794,129794,синус,намалено,1
129795,129795,главоболие,повръщане,1
129796,129796,ОПОРНО-ДВИГ.АПАРАТ,генитален,1
129800,129800,деформация,проби,1
129801,129801,на,ласег,1
129807,129807,в,телата,1
129808,129808,телата,на,1
129811,129811,чете,текст,1
129813,129813,СПЕЦ.СТАТУС,засилен,1
129814,129814,засилен,влагалищен,1
129815,129815,влагалищен,секрет,1
129824,129824,лигавици,зачервени,1
129827,129827,наличие,и,1
129828,129828,и,еритема,1
129829,129829,перкуторно,граници,1
129830,129830,пациент,сравнително,1
129834,129834,тъпа,палпаторна,1
129835,129835,бледи,език,1
129844,129844,върху,очната,1
129845,129845,очната,ябълка,1
129846,129846,ябълка,силна,1
129849,129849,ябълка,следи,1
129850,129850,следи,пръста,1
129851,129851,пръста,без,1
129852,129852,без,затруднение,1
129854,129854,сравнително,изследване,1
129855,129855,очи,не,1
129856,129856,наблюдават,различия,1
129857,129857,В,челната,1
129858,129858,област,вляво,1
129859,129859,между,окосмената,1
129860,129860,окосмената,и,1
129861,129861,и,неокосмена,1
129862,129862,неокосмена,част,1
129863,129863,кожата,ТУ,1
129864,129864,груба,кора,1
129869,129869,система,болезненост,1
129877,129877,възел,по,1
129886,129886,ляво,опасващо,1
129902,129902,ориентираност,за,1
129903,129903,неувеличени,в,1
129904,129904,в,шия,1
129911,129911,слезка,се,1
129914,129914,мургави,бледо,1
129915,129915,състояние,сравнително,1
129927,129927,област,кожна,1
129928,129928,с,площ,1
129929,129929,площ,няколко,1
129933,129933,време,за,1
129939,129939,ГОРЕОПИСАНИТЕ,ПРОМЕНИ,1
129942,129942,В,ПЪЛЕН,1
129946,129946,с,чистота,1
129948,129948,увеличен,СР,1
129957,129957,ало,психичен,1
129965,129965,ходило,зачервен,1
129986,129986,артерии,СПЕЦ.СТАТУС,1
129987,129987,артерии,ПЕРИФЕРНИ,1
129992,129992,дясно-претъпено,дишане,1
129993,129993,ОПОРНО-ДВИГ.АПАРАТ,треперене,1
129998,129998,СТАТУС,да,1
130000,130000,нормален,ЗРЕНИЕ,1
130008,130008,гърч,обхващащ,1
130009,130009,обхващащ,ляв,1
130013,130013,крак,СЛУХ,1
130020,130020,лигавици-чисти,мургави,1
130021,130021,степен,няма,1
130022,130022,няма,очни,1
130023,130023,симптоми,няма,1
130027,130027,екзофталм,ПЕРИФЕРНИ,1
130028,130028,кръста,СПЕЦ.СТАТУС,1
130029,130029,екзофталм,ЛИМФНИ,1
130030,130030,кръста,ПЕРИФЕРНИ,1
130031,130031,рефлекси,тремор,1
130032,130032,ръка,отпадна,1
130035,130035,хемипареза,тремор,1
130038,130038,за,горен,1
130039,130039,крайник,тремор,1
130044,130044,статус,дезориентирана,1
130045,130045,дезориентирана,критична,1
130046,130046,критична,трудно,1
130054,130054,увеличена,големина,1
130060,130060,отоци,па,1
130061,130061,па,двете,1
130063,130063,ритъм,данни,1
130065,130065,ВОД,пресбиопия,1
130066,130066,пресбиопия,двустранно,1
130067,130067,двустранно,смесена,1
130068,130068,смесена,инекция,1
130069,130069,крак,болезненост,1
130080,130080,мускулатура,гръбна,1
130081,130081,гръбна,изменена,1
130082,130082,живи,не,1
130083,130083,не,патологични,1
130084,130084,синдром,ригидност,1
130093,130093,простатата,двустранна,1
130101,130101,десностранна,парапареза,1
130106,130106,ритъм,нормофреквентна,1
130109,130109,походката,субективна,1
130110,130110,субективна,слабост,1
130116,130116,опипват,върховете,1
130122,130122,усилени,рефлекси,1
130124,130124,периферна,или,1
130127,130127,остеоартроза,с,1
130130,130130,с-ми,в,1
130132,130132,температура,оток,1
130133,130133,глезените,хиперемия,1
130134,130134,подбедриците,оформяне,1
130136,130136,тотална,левостранна,1
130138,130138,жлеза,вижда,1
130139,130139,ходила,топли,1
130140,130140,топли,и,1
130141,130141,тип,липсващи,1
130142,130142,вибрация,и,1
130144,130144,долно,вътрешен,1
130156,130156,и,вибрация,1
130166,130166,вибрации,запазени,1
130167,130167,двете,а.дорзалис,1
130169,130169,синдром,диабетна,1
130173,130173,но,ориентиран,1
130176,130176,формация,слезка,1
130178,130178,болезнен,слезка,1
130181,130181,и,целия,1
130182,130182,корем,слезка,1
130187,130187,флопи,тремор,1
130201,130201,изразена,хеморагия,1
130205,130205,с-е,(,1
130210,130210,нея,неболезнена,1
130218,130218,ОДА,хармонично,1
130219,130219,хармонично,развит,1
130221,130221,в,става,1
130225,130225,видимо,оточен,1
130226,130226,поради,това,1
130227,130227,това,походката,1
130228,130228,походката,на,1
130229,130229,е,нарушена,1
130231,130231,в,десет,1
130232,130232,десет,шиен,1
130244,130244,с,нисък,1
130245,130245,нисък,стоеж,1
130246,130246,стоеж,да,1
130247,130247,да,белодробните,1
130248,130248,белодробните,граници,1
130252,130252,съпруга,си,1
130256,130256,ляв,поясен,1
130258,130258,с,умерено-изразена,1
130259,130259,умерено-изразена,паравертебрална,1
130262,130262,сина,си,1
130263,130263,мургава,мека,1
130266,130266,локалис,интензивна,1
130274,130274,екстензия,с,1
130279,130279,жлеза,ДС,1
130283,130283,ръката,умерена,1
130284,130284,умерена,за,1
130287,130287,контакт,с,1
130288,130288,с,болната,1
130289,130289,болната,е,1
130290,130290,почти,невъзможен,1
130295,130295,по,горните,1
130298,130298,асиметрия,на,1
130299,130299,половина,както,1
130300,130300,при,централна,1
130305,130305,с,разширена,1
130311,130311,налеп,суховат,1
130318,130318,с,най-голяма,1
130319,130319,най-голяма,интензивност,1
130320,130320,интензивност,в,1
130330,130330,на,левите,1
130331,130331,левите,аднекси,1
130332,130332,аднекси,където,1
130333,130333,с,окръглена,1
130334,130334,окръглена,форма,1
130335,130335,консистенция,сравнително,1
130336,130336,сравнително,подвижно,1
130337,130337,тъкани,без,1
130340,130340,розова,множество,1
130342,130342,на,туловището,1
130344,130344,болка,вдясно,1
130345,130345,вдясно,в,1
130355,130355,в.,лигавици-бледо,1
130367,130367,след,секторална,1
130368,130368,долен,латерален,1
130369,130369,квадрант,по,1
130374,130374,оживени,симетрични,1
130376,130376,се,подпомагана,1
130377,130377,подпомагана,от,1
130382,130382,подбедрици,кожни,1
130383,130383,промени,като,1
130384,130384,като,при,1
130390,130390,и,подкрепяна,1
130391,130391,подкрепяна,от,1
130397,130397,от,върха,1
130398,130398,на,лопатките,1
130399,130399,на,крепитации,1
130407,130407,принудително,приведено,1
130408,130408,приведено,положение,1
130410,130410,дълбока,гръдна,1
130412,130412,за,поясен,1
130419,130419,и,латерален,1
130420,130420,латерален,квадранти,1
130421,130421,диаметър,неболезнено,1
130423,130423,тон,ограничена,1
130428,130428,язва,по,1
130432,130432,след,долна,1
130436,130436,дясна,ключица,1
130438,130438,е,практически,1
130440,130440,и,анализатори-в,1
130441,130441,анализатори-в,норма,1
130444,130444,брадикинезия,лес,1
130445,130445,лес,тремор,1
130458,130458,във,формата,1
130459,130459,формата,и,1
130460,130460,и,нормалната,1
130461,130461,нормалната,структура,1
130465,130465,дроб,е,1
130466,130466,с,по-силно,1
130469,130469,неравен,и,1
130470,130470,със,заострен,1
130471,130471,заострен,прескачащ,1
130472,130472,прескачащ,при,1
130479,130479,СЕТИВНОСТ,СЪХРАНЕНА,1
130481,130481,анамнеза,няма,1
130485,130485,запушени,със,1
130493,130493,тялото,в,1
130495,130495,симфизата,сук.реналис,1
130496,130496,конюнктивата,силно,1
130497,130497,силно,нарушено,1
130498,130498,език,бледи,1
130504,130504,рана,метеоризъм,1
130505,130505,изморява,по-бавно,1
130506,130506,по-бавно,СНР,1
130507,130507,изморява,по-бързо,1
130508,130508,по-бързо,СНР,1
130510,130510,СД,pulmo,1
130511,130511,спокоен,ненапрегнат,1
130515,130515,неподвижни,леви,1
130517,130517,ЖЛЕЗА,МА,1
130520,130520,в,значително,1
130521,130521,значително,увредено,1
130523,130523,вторична,аменорея,1
130524,130524,състояние,движение,1
130525,130525,движение,с,1
130526,130526,помощ,затруднено,1
130527,130527,затруднено,направата,1
130528,130528,направата,на,1
130531,130531,слабост,със,1
130533,130533,е,намалена,1
130534,130534,намалена,смутен,1
130537,130537,СД,А,1
130538,130538,А,АТ,1
130541,130541,ЗА,СМУТЕНА,1
130547,130547,СЪГЛАСЕН,СЪМ,1
130551,130551,НАМАЛЕНА,ЗА,1
130552,130552,ЗА,ДВАТА,1
130555,130555,дейност,невинаги,1
130556,130556,невинаги,единични,1
130557,130557,дъга,непостоянни,1
130558,130558,непостоянни,леки,1
130563,130563,пъпа,чревна,1
130566,130566,отоци,приложени,1
130572,130572,гръд.кош,и,1
130581,130581,колена,глезени,1
130583,130583,око,хиперемирано,1
130584,130584,хиперемирано,сълзи,1
130592,130592,долна,мед.лапаротомия,1
130594,130594,и,цикатрикс,1
130596,130596,ОДС,лек,1
130598,130598,шия,изразен,1
130600,130600,област,ОТСЛАБЕНО,1
130607,130607,жлеза,ОБРАЗУВАНИЕ,1
130608,130608,ОБРАЗУВАНИЕ,С,1
130612,130612,ОДС,венозна,1
130613,130613,венозна,лимфна,1
130620,130620,бледи,изразена,1
130624,130624,о.с,корекция,1
130641,130641,дишане,ДИФУЗНО,1
130643,130643,дробна,ребрена,1
130646,130646,ЧЕРНОДРОБНАТА,ОБЛАСТ,1
130650,130650,зачервяване,ограничени,1
130661,130661,неболезнена,на,1
130668,130668,РЪКА,НА,1
130669,130669,НА,ЛАКЪТНА,1
130670,130670,ЛАКЪТНА,СТАВА,1
130672,130672,ДЪГА,слезка,1
130680,130680,крайник,лимфна,1
130682,130682,ИНФЕКТИРАНА,РАНА,1
130688,130688,странно,анус,1
130690,130690,сочно,спокойно,1
130691,130691,спокойно,пресипнал,1
130694,130694,двустранно,ограничена,1
